,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy,collar_id,Duration,Time_Zone,latitude_utm,longitude_utm,Sum,Flag_Collar_Off,Distance,Rate
329799,d543a4ed-e008-4ceb-91b4-c26f6ed51ad3,2021-07-17 19:19:43+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500283,-101.846333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,26,b340,5.166666667,America/Denver,271602.7581,4870261.616,1600,Flag,8.944059223,1.731108237
329941,a3d33faa-ebcf-4a9d-8831-8744ecfad22e,2021-07-17 19:24:53+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.950062,-101.846316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,36,b340,5.166666667,America/Denver,271604.2514,4870265.312,1600,Flag,3.986332486,0.771548223
330100,a0069a59-e1f4-4657-bc28-a8c7fbb9b611,2021-07-17 19:30:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500561,-101.8463233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,30,b340,5.166666667,America/Denver,271603.643,4870264.677,1600,Flag,0.879499525,0.170225715
330265,75203543-64e8-4102-9f7e-103a0330bc05,2021-07-17 19:35:13+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499562,-101.8463012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,39,b340,5.166666667,America/Denver,271605.0336,4870253.52,1600,Flag,11.24360483,2.17618158
330402,a258be0a-7de0-4650-930d-1f27447e2ba6,2021-07-17 19:40:23+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499864,-101.8463166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,42,b340,5.166666667,America/Denver,271603.9135,4870256.917,1600,Flag,3.576896301,0.69230251
330566,ba6409ca-cb18-4df4-ba07-b585b22d9c80,2021-07-17 19:45:33+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499845,-101.8462812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,45,b340,5.166666667,America/Denver,271606.7469,4870256.608,1600,Flag,2.850202836,0.551652162
330725,3a35752c-8e75-4e8d-889f-ca500940bb44,2021-07-17 19:50:43+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499823,-101.8463141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,36,b340,5.166666667,America/Denver,271604.0984,4870256.455,1600,Flag,2.652928874,0.513470105
330888,574a7f72-8fb0-45a7-9d31-918e399f84f5,2021-07-17 19:55:53+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499698,-101.8463049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,33,b340,5.166666667,America/Denver,271604.7888,4870255.041,1600,Flag,1.573410478,0.30453106
331032,8332f9a1-c066-4c4f-9bc9-fbc98e3c852d,2021-07-17 20:01:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499705,-101.8463344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,45,b340,5.166666667,America/Denver,271602.4242,4870255.2,1600,Flag,2.369919462,0.458694089
331192,c619ac0b-6279-42df-b6ed-5dfc28a3c750,2021-07-17 20:06:33+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499705,-101.8463824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,31,b340,5.5,America/Denver,271598.5725,4870255.333,1600,Flag,3.854061951,0.700738537
